month_start_date,jurisdiction,filings_count,percent_of_historical_average
4/1/2020,Pender,3,14.81
5/1/2020,Pender,12,45.71
6/1/2020,Pender,23,92.93
7/1/2020,Pender,16,67.8
8/1/2020,Pender,25,113.64
9/1/2020,Pender,20,92.59
10/1/2020,Pender,12,44.12
11/1/2020,Pender,13,63.11
12/1/2020,Pender,4,22.47
1/1/2021,Pender,14,50
2/1/2021,Pender,9,38.3
3/1/2021,Pender,11,45.36
4/1/2021,Pender,13,64.2
5/1/2021,Pender,11,41.9
6/1/2021,Pender,11,44.44
7/1/2021,Pender,19,80.51
8/1/2021,Pender,18,81.82
9/1/2021,Pender,12,55.56
10/1/2021,Pender,20,73.53
11/1/2021,Pender,17,82.52
12/1/2021,Pender,14,78.65
1/1/2022,Pender,12,42.86
2/1/2022,Pender,8,34.04
3/1/2022,Pender,12,49.48
4/1/2022,Pender,15,74.07
5/1/2022,Pender,22,83.81
6/1/2022,Pender,16,64.65
7/1/2022,Pender,15,63.56
8/1/2022,Pender,20,90.91
9/1/2022,Pender,15,69.44
10/1/2022,Pender,15,55.15
11/1/2022,Pender,8,38.83
12/1/2022,Pender,6,33.71
1/1/2023,Pender,24,85.71
2/1/2023,Pender,15,63.83
3/1/2023,Pender,17,70.1
4/1/2023,Pender,14,69.14
5/1/2023,Pender,24,91.43
6/1/2023,Pender,26,105.05
1/1/2020,Wilkes,39,113.87
2/1/2020,Wilkes,30,106.19
3/1/2020,Wilkes,18,60.5
4/1/2020,Wilkes,2,6.84
5/1/2020,Wilkes,16,43.84
6/1/2020,Wilkes,35,101.45
7/1/2020,Wilkes,38,112.43
8/1/2020,Wilkes,31,84.7
9/1/2020,Wilkes,34,124.09
10/1/2020,Wilkes,21,63.25
11/1/2020,Wilkes,18,58.44
12/1/2020,Wilkes,5,17.24
1/1/2021,Wilkes,16,46.72
2/1/2021,Wilkes,12,42.48
3/1/2021,Wilkes,10,33.61
4/1/2021,Wilkes,15,51.28
5/1/2021,Wilkes,14,38.36
6/1/2021,Wilkes,25,72.46
7/1/2021,Wilkes,33,97.63
8/1/2021,Wilkes,33,90.16
9/1/2021,Wilkes,46,167.88
10/1/2021,Wilkes,37,111.45
11/1/2021,Wilkes,31,100.65
12/1/2021,Wilkes,29,100
1/1/2022,Wilkes,16,46.72
2/1/2022,Wilkes,30,106.19
3/1/2022,Wilkes,34,114.29
4/1/2022,Wilkes,31,105.98
5/1/2022,Wilkes,37,101.37
6/1/2022,Wilkes,38,110.14
7/1/2022,Wilkes,29,85.8
8/1/2022,Wilkes,42,114.75
9/1/2022,Wilkes,28,102.19
10/1/2022,Wilkes,26,78.31
11/1/2022,Wilkes,40,129.87
12/1/2022,Wilkes,26,89.66
1/1/2023,Wilkes,35,102.19
2/1/2023,Wilkes,20,70.8
3/1/2023,Wilkes,30,100.84
4/1/2023,Wilkes,21,71.79
5/1/2023,Wilkes,25,68.49
6/1/2023,Wilkes,26,75.36
1/1/2020,Columbus,25,84.03
2/1/2020,Columbus,21,82.35
3/1/2020,Columbus,24,102.13
4/1/2020,Columbus,3,11.65
5/1/2020,Columbus,10,32.79
6/1/2020,Columbus,26,72.22
7/1/2020,Columbus,20,56.5
8/1/2020,Columbus,18,58.06
9/1/2020,Columbus,13,42.48
10/1/2020,Columbus,25,80.13
11/1/2020,Columbus,10,31.65
12/1/2020,Columbus,10,42.74
1/1/2021,Columbus,12,40.34
2/1/2021,Columbus,13,50.98
3/1/2021,Columbus,24,102.13
4/1/2021,Columbus,13,50.49
5/1/2021,Columbus,16,52.46
6/1/2021,Columbus,11,30.56
7/1/2021,Columbus,12,33.9
8/1/2021,Columbus,13,41.94
9/1/2021,Columbus,18,58.82
10/1/2021,Columbus,31,99.36
11/1/2021,Columbus,19,60.13
12/1/2021,Columbus,20,85.47
1/1/2022,Columbus,23,77.31
2/1/2022,Columbus,23,90.2
3/1/2022,Columbus,29,123.4
4/1/2022,Columbus,28,108.74
5/1/2022,Columbus,31,101.64
6/1/2022,Columbus,25,69.44
7/1/2022,Columbus,24,67.8
8/1/2022,Columbus,28,90.32
9/1/2022,Columbus,16,52.29
10/1/2022,Columbus,39,125
11/1/2022,Columbus,20,63.29
12/1/2022,Columbus,19,81.2
1/1/2023,Columbus,13,43.7
2/1/2023,Columbus,26,101.96
3/1/2023,Columbus,12,51.06
4/1/2023,Columbus,28,108.74
5/1/2023,Columbus,20,65.57
6/1/2023,Columbus,25,69.44
1/1/2020,Surry,33,101.54
2/1/2020,Surry,26,102.97
3/1/2020,Surry,14,53.33
4/1/2020,Surry,6,19.83
5/1/2020,Surry,14,41.18
6/1/2020,Surry,18,51.06
7/1/2020,Surry,36,111.8
8/1/2020,Surry,23,67.25
9/1/2020,Surry,29,93.55
10/1/2020,Surry,32,112.68
11/1/2020,Surry,17,53.46
12/1/2020,Surry,16,62.02
1/1/2021,Surry,19,58.46
2/1/2021,Surry,18,71.29
3/1/2021,Surry,18,68.57
4/1/2021,Surry,27,89.26
5/1/2021,Surry,21,61.76
6/1/2021,Surry,32,90.78
7/1/2021,Surry,30,93.17
8/1/2021,Surry,36,105.26
9/1/2021,Surry,33,106.45
10/1/2021,Surry,38,133.8
11/1/2021,Surry,31,97.48
12/1/2021,Surry,16,62.02
1/1/2022,Surry,22,67.69
2/1/2022,Surry,21,83.17
3/1/2022,Surry,37,140.95
4/1/2022,Surry,30,99.17
5/1/2022,Surry,35,102.94
6/1/2022,Surry,37,104.96
7/1/2022,Surry,30,93.17
8/1/2022,Surry,29,84.8
9/1/2022,Surry,29,93.55
10/1/2022,Surry,36,126.76
11/1/2022,Surry,27,84.91
12/1/2022,Surry,14,54.26
1/1/2023,Surry,23,70.77
2/1/2023,Surry,26,102.97
3/1/2023,Surry,23,87.62
4/1/2023,Surry,26,85.95
5/1/2023,Surry,34,100
6/1/2023,Surry,25,70.92
1/1/2020,Mcdowell,22,83.81
2/1/2020,Mcdowell,18,80
3/1/2020,Mcdowell,17,80
4/1/2020,Mcdowell,0,0
5/1/2020,Mcdowell,4,16.67
6/1/2020,Mcdowell,31,136.26
7/1/2020,Mcdowell,18,71.43
8/1/2020,Mcdowell,18,79.65
9/1/2020,Mcdowell,17,85
10/1/2020,Mcdowell,15,57.25
11/1/2020,Mcdowell,8,45.98
12/1/2020,Mcdowell,12,75
1/1/2021,Mcdowell,14,53.33
2/1/2021,Mcdowell,11,48.89
3/1/2021,Mcdowell,14,65.88
4/1/2021,Mcdowell,13,59.09
5/1/2021,Mcdowell,14,58.33
6/1/2021,Mcdowell,26,114.29
7/1/2021,Mcdowell,33,130.95
8/1/2021,Mcdowell,22,97.35
9/1/2021,Mcdowell,23,115
10/1/2021,Mcdowell,31,118.32
11/1/2021,Mcdowell,17,97.7
12/1/2021,Mcdowell,19,118.75
1/1/2022,Mcdowell,19,72.38
2/1/2022,Mcdowell,15,66.67
3/1/2022,Mcdowell,25,117.65
4/1/2022,Mcdowell,16,72.73
5/1/2022,Mcdowell,24,100
6/1/2022,Mcdowell,32,140.66
7/1/2022,Mcdowell,31,123.02
8/1/2022,Mcdowell,21,92.92
9/1/2022,Mcdowell,33,165
10/1/2022,Mcdowell,18,68.7
11/1/2022,Mcdowell,17,97.7
12/1/2022,Mcdowell,20,125
1/1/2023,Mcdowell,15,57.14
2/1/2023,Mcdowell,32,142.22
3/1/2023,Mcdowell,30,141.18
4/1/2023,Mcdowell,21,95.45
5/1/2023,Mcdowell,25,104.17
6/1/2023,Mcdowell,24,105.49
1/1/2020,Stanly,27,67.92
2/1/2020,Stanly,33,143.48
3/1/2020,Stanly,22,102.33
4/1/2020,Stanly,0,0
5/1/2020,Stanly,10,26.67
6/1/2020,Stanly,23,66.67
7/1/2020,Stanly,26,68.78
8/1/2020,Stanly,31,85.16
9/1/2020,Stanly,27,102.27
10/1/2020,Stanly,22,65.09
11/1/2020,Stanly,15,55.97
12/1/2020,Stanly,15,54.35
1/1/2021,Stanly,9,22.64
2/1/2021,Stanly,5,21.74
3/1/2021,Stanly,13,60.47
4/1/2021,Stanly,15,46.15
5/1/2021,Stanly,19,50.67
6/1/2021,Stanly,13,37.68
7/1/2021,Stanly,24,63.49
8/1/2021,Stanly,19,52.2
9/1/2021,Stanly,22,83.33
10/1/2021,Stanly,23,68.05
11/1/2021,Stanly,12,44.78
12/1/2021,Stanly,28,101.45
1/1/2022,Stanly,28,70.44
2/1/2022,Stanly,19,82.61
3/1/2022,Stanly,22,102.33
4/1/2022,Stanly,19,58.46
5/1/2022,Stanly,33,88
6/1/2022,Stanly,25,72.46
7/1/2022,Stanly,37,97.88
8/1/2022,Stanly,44,120.88
9/1/2022,Stanly,35,132.58
10/1/2022,Stanly,25,73.96
11/1/2022,Stanly,15,55.97
12/1/2022,Stanly,16,57.97
1/1/2023,Stanly,25,62.89
2/1/2023,Stanly,20,86.96
3/1/2023,Stanly,28,130.23
4/1/2023,Stanly,20,61.54
5/1/2023,Stanly,26,69.33
6/1/2023,Stanly,24,69.57
1/1/2020,Northampton,15,127.66
2/1/2020,Northampton,9,102.86
3/1/2020,Northampton,6,60
4/1/2020,Northampton,3,34.29
5/1/2020,Northampton,0,0
6/1/2020,Northampton,4,42.11
7/1/2020,Northampton,6,51.72
8/1/2020,Northampton,9,86.54
9/1/2020,Northampton,3,30
10/1/2020,Northampton,0,0
11/1/2020,Northampton,7,85.37
12/1/2020,Northampton,2,23.81
1/1/2021,Northampton,6,51.06
2/1/2021,Northampton,4,45.71
3/1/2021,Northampton,3,30
4/1/2021,Northampton,1,11.43
5/1/2021,Northampton,3,38.71
6/1/2021,Northampton,6,63.16
7/1/2021,Northampton,4,34.48
8/1/2021,Northampton,2,19.23
9/1/2021,Northampton,7,70
10/1/2021,Northampton,1,9.43
11/1/2021,Northampton,4,48.78
12/1/2021,Northampton,0,0
1/1/2022,Northampton,3,25.53
2/1/2022,Northampton,7,80
3/1/2022,Northampton,8,80
4/1/2022,Northampton,5,57.14
5/1/2022,Northampton,30,387.1
6/1/2022,Northampton,3,31.58
7/1/2022,Northampton,10,86.21
8/1/2022,Northampton,5,48.08
9/1/2022,Northampton,23,230
10/1/2022,Northampton,10,94.34
11/1/2022,Northampton,3,36.59
12/1/2022,Northampton,9,107.14
1/1/2023,Northampton,23,195.74
2/1/2023,Northampton,7,80
3/1/2023,Northampton,22,220
4/1/2023,Northampton,12,137.14
5/1/2023,Northampton,9,116.13
6/1/2023,Northampton,22,231.58
1/1/2020,Haywood,39,90.17
2/1/2020,Haywood,35,93.33
3/1/2020,Haywood,26,78.2
4/1/2020,Haywood,3,8.57
5/1/2020,Haywood,22,61.54
6/1/2020,Haywood,28,68.29
7/1/2020,Haywood,38,88.79
8/1/2020,Haywood,43,97.73
9/1/2020,Haywood,16,43.72
10/1/2020,Haywood,27,68.18
11/1/2020,Haywood,18,53.57
12/1/2020,Haywood,7,23.03
1/1/2021,Haywood,15,34.68
2/1/2021,Haywood,12,32
3/1/2021,Haywood,43,129.32
4/1/2021,Haywood,29,82.86
5/1/2021,Haywood,20,55.94
6/1/2021,Haywood,25,60.98
7/1/2021,Haywood,28,65.42
8/1/2021,Haywood,25,56.82
9/1/2021,Haywood,27,73.77
10/1/2021,Haywood,24,60.61
11/1/2021,Haywood,30,89.29
12/1/2021,Haywood,25,82.24
1/1/2022,Haywood,19,43.93
2/1/2022,Haywood,27,72
3/1/2022,Haywood,30,90.23
4/1/2022,Haywood,29,82.86
5/1/2022,Haywood,29,81.12
6/1/2022,Haywood,28,68.29
7/1/2022,Haywood,28,65.42
8/1/2022,Haywood,30,68.18
9/1/2022,Haywood,30,81.97
10/1/2022,Haywood,29,73.23
11/1/2022,Haywood,24,71.43
12/1/2022,Haywood,28,92.11
1/1/2023,Haywood,28,64.74
2/1/2023,Haywood,33,88
3/1/2023,Haywood,29,87.22
4/1/2023,Haywood,23,65.71
5/1/2023,Haywood,28,78.32
6/1/2023,Haywood,21,51.22
1/1/2020,Bladen,23,89.32
2/1/2020,Bladen,25,116.28
3/1/2020,Bladen,10,62.5
4/1/2020,Bladen,1,6.67
5/1/2020,Bladen,3,15.58
6/1/2020,Bladen,19,70.37
7/1/2020,Bladen,27,104.65
8/1/2020,Bladen,22,77.46
9/1/2020,Bladen,4,16.95
10/1/2020,Bladen,20,87.72
11/1/2020,Bladen,7,35.71
12/1/2020,Bladen,5,30.49
1/1/2021,Bladen,21,81.55
2/1/2021,Bladen,10,46.51
3/1/2021,Bladen,12,75
4/1/2021,Bladen,4,26.67
5/1/2021,Bladen,26,135.06
6/1/2021,Bladen,22,81.48
7/1/2021,Bladen,16,62.02
8/1/2021,Bladen,11,38.73
9/1/2021,Bladen,29,122.88
10/1/2021,Bladen,21,92.11
11/1/2021,Bladen,18,91.84
12/1/2021,Bladen,5,30.49
1/1/2022,Bladen,17,66.02
2/1/2022,Bladen,28,130.23
3/1/2022,Bladen,30,187.5
4/1/2022,Bladen,19,126.67
5/1/2022,Bladen,20,103.9
6/1/2022,Bladen,29,107.41
7/1/2022,Bladen,28,108.53
8/1/2022,Bladen,16,56.34
9/1/2022,Bladen,27,114.41
10/1/2022,Bladen,17,74.56
11/1/2022,Bladen,21,107.14
12/1/2022,Bladen,31,189.02
1/1/2023,Bladen,23,89.32
2/1/2023,Bladen,20,93.02
3/1/2023,Bladen,25,156.25
4/1/2023,Bladen,16,106.67
5/1/2023,Bladen,13,67.53
6/1/2023,Bladen,21,77.78
1/1/2020,Carteret,29,81.69
2/1/2020,Carteret,20,70.18
3/1/2020,Carteret,18,63.16
4/1/2020,Carteret,0,0
5/1/2020,Carteret,4,13.56
6/1/2020,Carteret,14,49.56
7/1/2020,Carteret,27,89.4
8/1/2020,Carteret,22,72.37
9/1/2020,Carteret,25,80.65
10/1/2020,Carteret,21,51.47
11/1/2020,Carteret,15,41.67
12/1/2020,Carteret,5,17.99
1/1/2021,Carteret,4,11.27
2/1/2021,Carteret,15,52.63
3/1/2021,Carteret,16,56.14
4/1/2021,Carteret,15,48.39
5/1/2021,Carteret,9,30.51
6/1/2021,Carteret,22,77.88
7/1/2021,Carteret,23,76.16
8/1/2021,Carteret,32,105.26
9/1/2021,Carteret,25,80.65
10/1/2021,Carteret,33,80.88
11/1/2021,Carteret,43,119.44
12/1/2021,Carteret,30,107.91
1/1/2022,Carteret,32,90.14
2/1/2022,Carteret,22,77.19
3/1/2022,Carteret,38,133.33
4/1/2022,Carteret,23,74.19
5/1/2022,Carteret,26,88.14
6/1/2022,Carteret,27,95.58
7/1/2022,Carteret,19,62.91
8/1/2022,Carteret,26,85.53
9/1/2022,Carteret,26,83.87
10/1/2022,Carteret,30,73.53
11/1/2022,Carteret,19,52.78
12/1/2022,Carteret,20,71.94
1/1/2023,Carteret,40,112.68
2/1/2023,Carteret,21,73.68
3/1/2023,Carteret,15,52.63
4/1/2023,Carteret,14,45.16
5/1/2023,Carteret,24,81.36
6/1/2023,Carteret,20,70.8
1/1/2020,Jackson,13,68.42
2/1/2020,Jackson,14,87.5
3/1/2020,Jackson,13,73.24
4/1/2020,Jackson,6,34.29
5/1/2020,Jackson,9,40.91
6/1/2020,Jackson,6,25.81
7/1/2020,Jackson,23,127.78
8/1/2020,Jackson,17,106.25
9/1/2020,Jackson,18,101.12
10/1/2020,Jackson,11,53.4
11/1/2020,Jackson,14,76.92
12/1/2020,Jackson,5,33.33
1/1/2021,Jackson,9,47.37
2/1/2021,Jackson,18,112.5
3/1/2021,Jackson,13,73.24
4/1/2021,Jackson,14,80
5/1/2021,Jackson,11,50
6/1/2021,Jackson,21,90.32
7/1/2021,Jackson,8,44.44
8/1/2021,Jackson,10,62.5
9/1/2021,Jackson,24,134.83
10/1/2021,Jackson,17,82.52
11/1/2021,Jackson,18,98.9
12/1/2021,Jackson,14,93.33
1/1/2022,Jackson,16,84.21
2/1/2022,Jackson,28,175
3/1/2022,Jackson,18,101.41
4/1/2022,Jackson,11,62.86
5/1/2022,Jackson,11,50
6/1/2022,Jackson,18,77.42
7/1/2022,Jackson,24,133.33
8/1/2022,Jackson,25,156.25
9/1/2022,Jackson,17,95.51
10/1/2022,Jackson,16,77.67
11/1/2022,Jackson,20,109.89
12/1/2022,Jackson,13,86.67
1/1/2023,Jackson,27,142.11
2/1/2023,Jackson,15,93.75
3/1/2023,Jackson,14,78.87
4/1/2023,Jackson,34,194.29
5/1/2023,Jackson,11,50
6/1/2023,Jackson,19,81.72
1/1/2020,Washington,18,128.57
2/1/2020,Washington,6,68.57
3/1/2020,Washington,6,50
4/1/2020,Washington,1,9.09
5/1/2020,Washington,3,18.75
6/1/2020,Washington,4,41.03
7/1/2020,Washington,4,40
8/1/2020,Washington,9,93.75
9/1/2020,Washington,5,39.06
10/1/2020,Washington,6,51.72
11/1/2020,Washington,6,48.39
12/1/2020,Washington,6,50.85
1/1/2021,Washington,3,21.43
2/1/2021,Washington,3,34.29
3/1/2021,Washington,4,33.33
4/1/2021,Washington,2,18.18
5/1/2021,Washington,3,18.75
6/1/2021,Washington,2,20.51
7/1/2021,Washington,4,40
8/1/2021,Washington,3,31.25
9/1/2021,Washington,4,31.25
10/1/2021,Washington,6,51.72
11/1/2021,Washington,4,32.26
12/1/2021,Washington,1,8.47
1/1/2022,Washington,3,21.43
2/1/2022,Washington,9,102.86
3/1/2022,Washington,8,66.67
4/1/2022,Washington,2,18.18
5/1/2022,Washington,2,12.5
6/1/2022,Washington,4,41.03
7/1/2022,Washington,15,150
8/1/2022,Washington,10,104.17
9/1/2022,Washington,20,156.25
10/1/2022,Washington,15,129.31
11/1/2022,Washington,9,72.58
12/1/2022,Washington,15,127.12
1/1/2023,Washington,13,92.86
2/1/2023,Washington,11,125.71
3/1/2023,Washington,11,91.67
4/1/2023,Washington,11,100
5/1/2023,Washington,7,43.75
6/1/2023,Washington,19,194.87
1/1/2020,Alexander,16,116.36
2/1/2020,Alexander,6,40
3/1/2020,Alexander,8,56.14
4/1/2020,Alexander,2,14.55
5/1/2020,Alexander,11,95.65
6/1/2020,Alexander,10,76.92
7/1/2020,Alexander,15,87.21
8/1/2020,Alexander,5,23.81
9/1/2020,Alexander,9,64.29
10/1/2020,Alexander,17,114.86
11/1/2020,Alexander,6,55.56
12/1/2020,Alexander,5,56.82
1/1/2021,Alexander,4,29.09
2/1/2021,Alexander,8,53.33
3/1/2021,Alexander,3,21.05
4/1/2021,Alexander,11,80
5/1/2021,Alexander,15,130.43
6/1/2021,Alexander,12,92.31
7/1/2021,Alexander,10,58.14
8/1/2021,Alexander,19,90.48
9/1/2021,Alexander,10,71.43
10/1/2021,Alexander,11,74.32
11/1/2021,Alexander,17,157.41
12/1/2021,Alexander,12,136.36
1/1/2022,Alexander,12,87.27
2/1/2022,Alexander,15,100
3/1/2022,Alexander,14,98.25
4/1/2022,Alexander,13,94.55
5/1/2022,Alexander,9,78.26
6/1/2022,Alexander,10,76.92
7/1/2022,Alexander,13,75.58
8/1/2022,Alexander,11,52.38
9/1/2022,Alexander,11,78.57
10/1/2022,Alexander,14,94.59
11/1/2022,Alexander,11,101.85
12/1/2022,Alexander,10,113.64
1/1/2023,Alexander,11,80
2/1/2023,Alexander,13,86.67
3/1/2023,Alexander,12,84.21
4/1/2023,Alexander,13,94.55
5/1/2023,Alexander,10,86.96
6/1/2023,Alexander,16,123.08
1/1/2020,Cherokee,11,91.67
2/1/2020,Cherokee,10,142.86
3/1/2020,Cherokee,9,83.72
4/1/2020,Cherokee,2,26.67
5/1/2020,Cherokee,6,55.81
6/1/2020,Cherokee,9,66.67
7/1/2020,Cherokee,15,100
8/1/2020,Cherokee,15,108.7
9/1/2020,Cherokee,4,42.55
10/1/2020,Cherokee,11,96.49
11/1/2020,Cherokee,10,87.72
12/1/2020,Cherokee,8,153.85
1/1/2021,Cherokee,3,25
2/1/2021,Cherokee,9,128.57
3/1/2021,Cherokee,10,93.02
4/1/2021,Cherokee,9,120
5/1/2021,Cherokee,18,167.44
6/1/2021,Cherokee,6,44.44
7/1/2021,Cherokee,10,66.67
8/1/2021,Cherokee,17,123.19
9/1/2021,Cherokee,19,202.13
10/1/2021,Cherokee,10,87.72
11/1/2021,Cherokee,10,87.72
12/1/2021,Cherokee,9,173.08
1/1/2022,Cherokee,11,91.67
2/1/2022,Cherokee,12,171.43
3/1/2022,Cherokee,8,74.42
4/1/2022,Cherokee,15,200
5/1/2022,Cherokee,11,102.33
6/1/2022,Cherokee,9,66.67
7/1/2022,Cherokee,3,20
8/1/2022,Cherokee,9,65.22
9/1/2022,Cherokee,13,138.3
10/1/2022,Cherokee,9,78.95
11/1/2022,Cherokee,10,87.72
12/1/2022,Cherokee,10,192.31
1/1/2023,Cherokee,6,50
2/1/2023,Cherokee,14,200
3/1/2023,Cherokee,5,46.51
4/1/2023,Cherokee,7,93.33
5/1/2023,Cherokee,12,111.63
6/1/2023,Cherokee,16,118.52
1/1/2020,Hertford,12,56.47
2/1/2020,Hertford,18,100
3/1/2020,Hertford,4,35.56
4/1/2020,Hertford,0,0
5/1/2020,Hertford,2,12.5
6/1/2020,Hertford,7,44.44
7/1/2020,Hertford,15,101.35
8/1/2020,Hertford,13,78.31
9/1/2020,Hertford,13,81.25
10/1/2020,Hertford,15,88.24
11/1/2020,Hertford,11,75.34
12/1/2020,Hertford,8,51.28
1/1/2021,Hertford,9,42.35
2/1/2021,Hertford,7,38.89
3/1/2021,Hertford,11,97.78
4/1/2021,Hertford,6,43.64
5/1/2021,Hertford,4,25
6/1/2021,Hertford,6,38.1
7/1/2021,Hertford,10,67.57
8/1/2021,Hertford,5,30.12
9/1/2021,Hertford,6,37.5
10/1/2021,Hertford,12,70.59
11/1/2021,Hertford,8,54.79
12/1/2021,Hertford,12,76.92
1/1/2022,Hertford,13,61.18
2/1/2022,Hertford,14,77.78
3/1/2022,Hertford,14,124.44
4/1/2022,Hertford,16,116.36
5/1/2022,Hertford,11,68.75
6/1/2022,Hertford,16,101.59
7/1/2022,Hertford,12,81.08
8/1/2022,Hertford,12,72.29
9/1/2022,Hertford,5,31.25
10/1/2022,Hertford,18,105.88
11/1/2022,Hertford,16,109.59
12/1/2022,Hertford,17,108.97
1/1/2023,Hertford,20,94.12
2/1/2023,Hertford,29,161.11
3/1/2023,Hertford,12,106.67
4/1/2023,Hertford,11,80
5/1/2023,Hertford,13,81.25
6/1/2023,Hertford,12,76.19
1/1/2020,Watauga,20,114.29
2/1/2020,Watauga,19,135.71
3/1/2020,Watauga,15,66.67
4/1/2020,Watauga,6,26.97
5/1/2020,Watauga,13,53.06
6/1/2020,Watauga,9,35.64
7/1/2020,Watauga,11,41.98
8/1/2020,Watauga,4,33.33
9/1/2020,Watauga,5,29.07
10/1/2020,Watauga,5,34.72
11/1/2020,Watauga,3,22.73
12/1/2020,Watauga,1,7.04
1/1/2021,Watauga,2,11.43
2/1/2021,Watauga,5,35.71
3/1/2021,Watauga,7,31.11
4/1/2021,Watauga,6,26.97
5/1/2021,Watauga,8,32.65
6/1/2021,Watauga,7,27.72
7/1/2021,Watauga,10,38.17
8/1/2021,Watauga,15,125
9/1/2021,Watauga,7,40.7
10/1/2021,Watauga,23,159.72
11/1/2021,Watauga,7,53.03
12/1/2021,Watauga,12,84.51
1/1/2022,Watauga,7,40
2/1/2022,Watauga,13,92.86
3/1/2022,Watauga,9,40
4/1/2022,Watauga,8,35.96
5/1/2022,Watauga,13,53.06
6/1/2022,Watauga,25,99.01
7/1/2022,Watauga,19,72.52
8/1/2022,Watauga,18,150
9/1/2022,Watauga,10,58.14
10/1/2022,Watauga,11,76.39
11/1/2022,Watauga,10,75.76
12/1/2022,Watauga,3,21.13
1/1/2023,Watauga,11,62.86
2/1/2023,Watauga,12,85.71
3/1/2023,Watauga,16,71.11
4/1/2023,Watauga,13,58.43
5/1/2023,Watauga,12,48.98
6/1/2023,Watauga,11,43.56
1/1/2020,Caswell,7,87.5
2/1/2020,Caswell,8,200
3/1/2020,Caswell,2,29.63
4/1/2020,Caswell,0,0
5/1/2020,Caswell,2,32
6/1/2020,Caswell,3,37.5
7/1/2020,Caswell,8,125
8/1/2020,Caswell,5,64.1
9/1/2020,Caswell,2,22.73
10/1/2020,Caswell,6,75
11/1/2020,Caswell,5,86.21
12/1/2020,Caswell,1,16.67
1/1/2021,Caswell,5,62.5
2/1/2021,Caswell,8,200
3/1/2021,Caswell,4,59.26
4/1/2021,Caswell,5,62.5
5/1/2021,Caswell,3,48
6/1/2021,Caswell,3,37.5
7/1/2021,Caswell,9,140.63
8/1/2021,Caswell,14,179.49
9/1/2021,Caswell,7,79.55
10/1/2021,Caswell,3,37.5
11/1/2021,Caswell,5,86.21
12/1/2021,Caswell,9,150
1/1/2022,Caswell,8,100
2/1/2022,Caswell,2,50
3/1/2022,Caswell,10,148.15
4/1/2022,Caswell,3,37.5
5/1/2022,Caswell,5,80
6/1/2022,Caswell,11,137.5
7/1/2022,Caswell,7,109.38
8/1/2022,Caswell,9,115.38
9/1/2022,Caswell,11,125
10/1/2022,Caswell,9,112.5
11/1/2022,Caswell,5,86.21
12/1/2022,Caswell,6,100
1/1/2023,Caswell,7,87.5
2/1/2023,Caswell,7,175
3/1/2023,Caswell,10,148.15
4/1/2023,Caswell,5,62.5
5/1/2023,Caswell,9,144
6/1/2023,Caswell,11,137.5
1/1/2020,Yadkin,8,74.42
2/1/2020,Yadkin,15,109.09
3/1/2020,Yadkin,9,94.74
4/1/2020,Yadkin,2,19.05
5/1/2020,Yadkin,5,35.09
6/1/2020,Yadkin,10,74.07
7/1/2020,Yadkin,18,140.63
8/1/2020,Yadkin,18,152.54
9/1/2020,Yadkin,11,84.62
10/1/2020,Yadkin,14,109.38
11/1/2020,Yadkin,5,29.07
12/1/2020,Yadkin,11,100
1/1/2021,Yadkin,11,102.33
2/1/2021,Yadkin,4,29.09
3/1/2021,Yadkin,17,178.95
4/1/2021,Yadkin,10,95.24
5/1/2021,Yadkin,5,35.09
6/1/2021,Yadkin,12,88.89
7/1/2021,Yadkin,7,54.69
8/1/2021,Yadkin,12,101.69
9/1/2021,Yadkin,12,92.31
10/1/2021,Yadkin,11,85.94
11/1/2021,Yadkin,10,58.14
12/1/2021,Yadkin,7,63.64
1/1/2022,Yadkin,11,102.33
2/1/2022,Yadkin,12,87.27
3/1/2022,Yadkin,15,157.89
4/1/2022,Yadkin,12,114.29
5/1/2022,Yadkin,13,91.23
6/1/2022,Yadkin,18,133.33
7/1/2022,Yadkin,10,78.13
8/1/2022,Yadkin,15,127.12
9/1/2022,Yadkin,16,123.08
10/1/2022,Yadkin,6,46.88
11/1/2022,Yadkin,15,87.21
12/1/2022,Yadkin,22,200
1/1/2023,Yadkin,10,93.02
2/1/2023,Yadkin,4,29.09
3/1/2023,Yadkin,9,94.74
4/1/2023,Yadkin,14,133.33
5/1/2023,Yadkin,9,63.16
6/1/2023,Yadkin,10,74.07
1/1/2020,Chowan,11,209.52
2/1/2020,Chowan,4,69.57
3/1/2020,Chowan,3,60
4/1/2020,Chowan,0,0
5/1/2020,Chowan,4,106.67
6/1/2020,Chowan,2,27.59
7/1/2020,Chowan,9,150
8/1/2020,Chowan,9,104.65
9/1/2020,Chowan,5,69.44
10/1/2020,Chowan,1,13.89
11/1/2020,Chowan,3,65.22
12/1/2020,Chowan,1,20.83
1/1/2021,Chowan,3,57.14
2/1/2021,Chowan,3,52.17
3/1/2021,Chowan,3,60
4/1/2021,Chowan,4,88.89
5/1/2021,Chowan,1,26.67
6/1/2021,Chowan,2,27.59
7/1/2021,Chowan,4,66.67
8/1/2021,Chowan,11,127.91
9/1/2021,Chowan,4,55.56
10/1/2021,Chowan,4,55.56
11/1/2021,Chowan,4,86.96
12/1/2021,Chowan,2,41.67
1/1/2022,Chowan,13,247.62
2/1/2022,Chowan,9,156.52
3/1/2022,Chowan,4,80
